BirthYear,EducDeg,MonthSal,GeoLivArea,Children,ClaimsRate,PremMotor,PremHousehold,PremHealth,PremLife,PremWork,TotalPrem
1981,2,1887.0,1,1,0.37,306.28,151.7,199.37,14.67,29.34,701.3599999999999
1974,3,1843.0,2,1,0.99,346.62,9.449999999999989,198.26,18.56,23.67,596.5599999999998
1942,3,4147.0,4,0,1.0,206.15,147.25,337.84,6.890000000000001,24.67,722.8
1974,3,1983.0,2,1,0.18999999999999995,384.85,308.95,93.35,31.34,14.78,833.27
1958,2,3285.0,2,0,0.55,344.51,191.15,123.8,44.23,48.23,751.92
1956,3,3034.0,3,0,0.19999999999999996,424.08,93.35,103.91,20.67,8.670000000000002,650.6799999999998
1998,1,952.0,3,1,0.16000000000000003,59.00999999999999,304.5,130.47,125.19,122.525,823.6000000000001
1970,2,2620.0,1,1,0.92,175.59,421.75,159.92,104.13,43.01,904.4
1987,3,1504.0,4,1,0.29,390.63,29.450000000000003,179.7,-5.9999999999999964,22.78,616.56
1964,3,2372.0,4,1,1.03,454.64,74.45,110.02,5.780000000000001,23.67,668.56
1967,2,2636.0,3,1,1.16,550.88,-65.0,41.11999999999999,-1.0,-6.0,520.0
1975,3,2312.0,1,1,0.83,259.16,112.8,255.27,43.23,1.7800000000000011,672.24
1988,3,1738.0,4,1,0.6,245.49,-5.550000000000011,273.05,34.34,35.23,582.5600000000001
1953,2,3238.0,3,1,0.99,415.19,62.8,111.91,7.780000000000001,20.67,618.3499999999999
1946,2,4135.0,2,0,0.82,227.82,148.35,255.27,71.79,21.45,724.68
1981,2,1885.0,4,1,1.09,208.26,636.525,91.35,28.45,122.525,1156.99
1967,3,2753.0,4,1,0.51,423.97,281.15,91.24,4.780000000000001,21.78,822.92
1961,2,3078.0,4,1,0.34,223.93,314.5,217.82,34.34,60.9,851.49
1949,3,3273.0,2,0,0.67,195.26,256.15,197.37,72.57,84.46,805.81
1963,1,2826.0,1,1,0.21999999999999997,303.28,245.6,101.13,71.79,76.57,798.3699999999999
1939,1,4297.0,1,0,0.47,237.38,211.7,145.14,107.13,58.01,759.36
1987,3,1620.0,3,1,0.47,383.96,78.9,175.81,17.67,21.78,678.12
1974,2,2525.0,4,1,0.13,432.97,206.15,94.24,11.670000000000002,-1.1099999999999994,743.92
1949,3,3244.0,4,0,0.36,354.51,19.450000000000003,169.7,12.78,48.23,604.67
1962,2,3345.0,3,1,1.0,369.29,38.900000000000006,154.03,39.674,67.9,669.794
1992,2,809.0,3,1,0.74,330.84,181.7,185.59,11.780000000000001,21.45,731.36
1992,3,953.0,4,0,0.85,104.13,136.7,259.16,104.13,106.24,710.36
1954,4,3378.0,1,1,0.18999999999999995,480.2,13.900000000000006,88.46,5.780000000000001,10.779999999999998,599.12
1996,3,2408.0,4,0,0.34,83.35,636.525,162.81,125.19,13.56,1100.76
1993,1,1074.0,4,1,0.3,243.38,280.6,126.69,42.12,118.69,811.48
1971,3,2400.0,1,1,0.73,222.93,455.1,190.37,42.12,17.56,928.0799999999999
1949,2,3669.0,1,1,0.95,288.5,327.85,101.01999999999998,28.45,71.46,817.2800000000001
1947,4,3352.0,1,0,0.48,313.06,65.0,229.82,26.56,17.56,651.9999999999999
1987,3,1508.0,3,1,0.82,262.94,133.9,269.83,14.67,7.780000000000001,689.12
1949,3,3310.0,4,0,0.99,110.01999999999998,-40.0,272.83,125.19,74.68,554.0
1948,3,3771.0,2,0,0.73,230.82,153.35,299.28,10.670000000000002,32.56,726.6799999999998
1992,2,1228.0,3,1,1.0,137.58,156.15,222.82,99.02,94.35,709.92
1979,3,2079.0,4,1,0.17000000000000004,498.87,-5.0,95.24,3.0,4.890000000000001,597.0
1979,2,2152.0,4,1,1.2,220.71,-60.0,248.38,82.35,35.56,527.0
1960,3,3412.0,4,0,0.96,528.99,24.450000000000003,53.120000000000005,2.0,1.0,609.5600000000001
1998,1,1480.0,2,1,1.16,44.12000000000003,298.4,241.49,125.19,58.12,831.72
1948,2,3413.0,2,0,1.0,174.81,108.9,237.71,82.57,104.13,708.12
1978,3,1711.0,2,1,1.02,514.21,50.0,60.900000000000006,-1.9999999999999964,-3.0000000000000036,620.11
1958,2,2885.0,2,1,0.85,169.81,636.525,121.8,110.91,59.68,1111.2
1980,2,1489.0,3,1,0.87,146.36,496.2,218.93,95.13,32.34,988.96
1977,3,2193.0,3,1,0.77,446.75,167.25,95.35,6.780000000000001,22.67,738.8
1981,2,2103.0,4,1,0.79,134.58,629.0,115.91,102.02,122.525,1113.2
1953,3,3716.0,4,0,0.83,292.72,107.8,267.16,4.780000000000001,8.780000000000001,681.24
1962,3,2040.0,1,0,0.48,246.38,23.900000000000006,127.47,57.900000000000006,122.525,586.1199999999999
1989,4,2152.0,1,1,0.8,225.71,147.8,318.17,4.890000000000001,5.670000000000002,702.24
1970,3,2589.0,4,1,0.49,243.27,411.2,158.14,42.23,59.01,913.85
1973,3,2590.0,4,1,0.34,421.97,49.45,145.36,6.890000000000001,1.8900000000000006,625.56
1959,3,3267.0,4,0,0.66,251.38,123.35,247.49,46.12,38.34,706.6800000000001
1992,2,1001.0,4,0,0.45,112.91,636.525,273.94,59.790000000000006,14.56,1120.1999999999998
1959,2,2739.0,3,1,0.71,292.5,141.7,208.15,41.34,22.67,706.36
1982,3,1624.0,3,1,0.43,323.84,48.349999999999994,208.15,28.56,2.780000000000001,611.6799999999998
1941,3,3862.0,1,0,0.17000000000000004,465.42,98.9,100.13,11.780000000000001,1.7800000000000011,678.01
1958,3,2627.0,4,1,0.61,273.94,300.6,225.71,38.23,-6.109999999999999,832.37
1957,2,3253.0,1,0,0.32,219.71,314.5,252.38,20.67,45.34,852.6
1994,2,1219.0,3,1,0.76,27.339999999999975,253.95,288.5,89.34999999999998,92.13,751.27
1961,2,2826.0,1,1,0.6,496.228,60.0,66.79,4.890000000000001,-12.0,615.908
1951,3,3397.0,4,0,0.20999999999999996,457.31,33.900000000000006,94.13,8.89,11.890000000000002,606.12
1953,3,3350.0,2,1,0.99,463.42,162.25,90.24,-1.9999999999999964,10.89,724.8000000000001
1963,2,2062.0,1,1,1.12,494.76,-45.55000000000001,84.57,4.890000000000001,-6.109999999999999,532.56
1938,2,3693.0,1,0,0.84,256.38,79.45,197.26,118.91,25.67,677.6699999999998
1958,3,2218.0,3,1,0.61,316.28,284.5,123.58,44.12,44.01,812.49
1987,3,941.0,4,1,0.99,214.04,29.450000000000003,314.28,24.45,24.34,606.5600000000001
1979,3,1755.0,2,0,0.17999999999999994,465.2,94.45,114.02,2.0,4.890000000000001,680.56
1991,3,1189.0,1,1,0.34,429.97,93.35,127.69,6.0,15.67,672.68
1957,3,3494.0,1,1,0.77,285.72,102.25,121.58,57.790000000000006,80.46000000000001,647.8000000000001
1985,2,1618.0,3,1,1.0,306.39,535.1,100.13,58.010000000000005,33.45,1033.08
1985,3,1104.0,4,1,0.35,427.97,87.8,121.69,1.0,17.78,656.24
1967,2,2289.0,3,1,1.12,206.15,195.05,108.13,125.19,71.79,739.04
1951,3,3816.0,4,1,0.34,368.18,39.45,181.48,5.890000000000001,11.559999999999999,606.56
1971,2,2495.0,4,1,0.98,403.52,411.75,78.57,12.78,22.78,929.3999999999999
1973,2,2210.0,4,1,0.64,163.14,141.7,251.16,51.12,86.24,693.36
1995,3,1207.0,1,1,0.34,86.35,607.35,274.83,17.78,68.57,1054.8799999999999
1964,3,2850.0,3,1,0.22999999999999998,510.54,74.45,46.010000000000005,8.779999999999998,15.78,655.56
1966,2,3171.0,1,1,0.07000000000000006,534.88,-10.0,36.22999999999999,1.0,2.0,564.11
1989,2,2048.0,4,1,1.1,90.13,275.6,290.61,125.19,-8.0,795.48
1975,3,2056.0,4,1,0.9,348.51,132.25,145.14,55.01,-4.109999999999999,676.8
1940,2,3308.0,2,1,0.92,285.83,580.1,123.69,22.45,60.01,1072.0800000000002
1980,3,2097.0,1,1,0.31,230.82,442.3,242.38,25.56,-3.1099999999999994,937.9499999999999
1948,4,2949.0,4,0,0.32999999999999996,388.74,23.900000000000006,172.7,1.8900000000000006,13.889999999999999,601.1199999999999
1942,2,3897.0,3,0,1.18,86.57,180.6,288.61,125.19,53.23,738.48
1983,3,2398.0,3,1,1.0,281.83,113.9,243.6,46.23,21.45,707.0100000000001
1973,3,1905.0,3,1,0.35,450.75,67.8,118.91,13.78,7.890000000000001,659.1299999999999
1951,3,3558.0,4,0,0.84,144.25,136.7,334.84,36.23,38.34,690.36
1981,3,2090.0,3,1,0.35,446.53,52.8,81.46,13.78,29.67,624.2399999999999
1989,3,1268.0,4,1,1.03,288.72,256.15,201.37,54.12,28.45,828.8100000000001
1945,3,4094.0,3,0,0.82,99.24000000000001,505.65,224.93,99.13,79.57,1008.52
1985,2,1319.0,1,1,0.45,243.49,201.15,178.7,57.01,82.57,762.9199999999998
1953,2,3417.0,4,1,1.01,397.74,220.6,122.58,13.78,20.67,775.37
1962,3,3085.0,1,1,0.22999999999999998,479.87,14.450000000000003,68.68,17.78,16.78,597.56
1944,3,4016.0,4,1,1.05,386.63,98.9,154.14,15.67,14.67,670.0099999999999
1966,4,2340.0,4,1,0.16000000000000003,477.09,50.0,98.02,6.0,4.0,635.1099999999999
1981,2,1290.0,2,1,0.91,192.48,23.349999999999994,321.06,34.45,33.34,604.6800000000001
1951,2,3427.0,1,0,0.71,160.92,192.25,283.83,63.68000000000001,39.12,739.8000000000001
1944,3,4133.0,2,0,0.45,272.05,123.9,276.72,13.78,18.78,705.23
1943,3,4090.0,2,1,0.74,202.26,8.900000000000006,246.49,50.12,75.46,583.23
1976,3,1837.0,4,1,1.0,190.59,495.65,231.71,11.889999999999999,78.68,1008.52
1978,2,1661.0,1,0,0.82,255.27,153.35,248.27,23.45,44.34,724.6800000000001
1988,3,1849.0,3,1,0.98,374.07,57.8,196.48,-1.0,13.889999999999999,641.24
1994,1,1486.0,1,1,1.16,28.339999999999975,636.525,160.03,125.19,12.0,1277.56
1984,3,1800.0,2,1,0.98,302.17,88.35,235.71,13.67,0.7800000000000011,640.68
1958,3,3015.0,1,1,0.38,321.17,92.25,103.01999999999998,80.46,74.79,671.69
1964,3,3307.0,1,1,0.13,547.88,-5.0,48.229999999999976,12.889999999999999,-3.0000000000000036,601.0
1957,2,3081.0,1,1,0.72,237.71,-50.0,219.04,31.34,122.525,561.0
1961,2,2946.0,3,1,0.54,269.94,239.5,172.7,28.56,56.01,766.7099999999999
1984,4,1822.0,4,1,0.99,210.93,241.15,204.15,56.01,61.68,773.92
1978,4,1981.0,3,1,0.98,425.97,83.9,115.69,7.780000000000001,13.780000000000001,647.1199999999999
1969,2,2187.0,1,1,0.74,201.37,263.95,187.59,125.19,8.780000000000001,793.16
1950,3,3488.0,3,1,0.98,241.38,636.525,189.48,17.78,9.78,1136.3199999999997
1994,2,701.0,2,1,0.75,153.25,304.5,270.83,81.56999999999998,27.45,837.5999999999999
1994,1,788.9999999999998,1,1,0.73,122.57999999999998,617.35,159.14,64.79,106.02,1069.88
1975,3,2344.0,4,1,0.34,327.95,28.349999999999994,191.48,46.12,5.890000000000001,599.79
1997,2,1172.0,3,1,0.99,137.58,636.525,133.47,99.24,85.46,1267.0
1995,3,579.0,1,1,0.94,53.900000000000034,372.3,230.6,24.67,122.525,865.84
1966,3,1987.0,4,1,1.04,465.42,-5.550000000000011,111.02,6.890000000000001,23.78,601.56
1954,3,3961.0,4,1,1.07,531.99,-40.55000000000001,42.33999999999999,6.890000000000001,3.8900000000000006,544.56
1981,3,2122.4,4,1,0.24,449.64,0.0,117.8,9.780000000000001,1.7800000000000011,578.9999999999999
1957,3,2817.0,4,1,1.09,362.29,4.449999999999989,144.36,9.780000000000001,61.68,582.56
1950,2,2959.0,1,0,0.42,171.7,636.525,188.59,67.68,-6.0,1197.12
1959,3,3179.0,4,1,0.84,178.48,211.15,283.83,59.010000000000005,32.45,764.9200000000001
1957,4,3374.0,3,1,1.0,470.2,153.35,76.57,7.0,22.56,729.6799999999998
1952,3,3019.0,1,0,0.91,454.42,58.349999999999994,89.24,17.67,-8.0,611.68
1972,2,1691.0,1,1,0.21999999999999997,333.62,167.25,162.92,43.23,18.67,725.6899999999999
1941,3,3703.0,4,0,0.67,202.04,99.45,308.39,50.01,19.67,679.56
1967,3,2220.0,2,1,1.09,509.43,-20.0,68.68,-5.9999999999999964,3.0,555.11
1970,3,2492.0,1,1,1.11,563.44,-55.0,20.560000000000002,6.0,-1.2440000000000033,533.756
1981,3,2008.0,4,1,1.0,419.3,212.25,126.69,19.56,-11.0,766.8
1946,4,4106.0,4,0,0.86,278.61,88.35,205.15,36.45,40.12,648.6800000000001
1949,2,3654.0,3,0,0.92,124.69,636.525,108.13,125.19,28.34,1149.4399999999998
1959,2,2198.0,4,1,0.17999999999999994,148.14,511.2,166.81,56.388,77.68,960.2179999999998
1946,3,3781.0,4,0,1.03,294.5,43.900000000000006,266.05,4.890000000000001,14.78,624.12
1993,2,1446.0,1,1,0.69,103.24000000000001,283.95,196.48,125.19,76.35,806.16
1937,2,4119.0,3,0,1.15,133.69,4.449999999999989,296.5,89.34999999999998,79.46,603.45
1968,3,2733.0,4,1,0.14,562.66,-30.0,28.44999999999999,7.890000000000001,9.0,577.9999999999999
1977,2,1634.0,1,1,0.41,374.96,59.45,186.48,-0.10999999999999588,5.780000000000001,626.56
1953,3,3058.0,3,1,1.2,419.08,-65.0,121.58,16.67,10.67,503.0
1947,2,3480.0,3,0,0.7,155.92,122.8,238.49,76.68,88.35,682.2400000000001
1990,2,732.0,4,1,0.59,200.26,275.6,271.05,8.779999999999998,66.79,822.48
1984,1,1215.0,4,1,1.13,267.05,92.8,210.93,43.23,43.23,657.24
1984,3,1933.0,2,1,1.0,168.92,467.3,104.02,60.010000000000005,122.525,991.73
1944,3,3709.0,4,0,0.53,195.26,118.9,255.38,67.68,53.9,691.12
1967,2,2415.0,3,1,0.7,273.05,137.8,242.6,42.23,16.56,712.24
1958,3,3194.0,1,1,0.5,317.95,136.15,159.14,45.23,21.45,679.9200000000001
1997,1,861.0,4,0,1.2,18.779999999999973,506.75,124.8,125.19,122.525,1009.4
1942,3,3787.0,1,0,0.98,367.18,-5.550000000000011,180.7,21.56,22.67,586.5599999999998
1950,3,3526.0,1,0,0.47,413.41,225.05,93.13,20.67,16.78,769.04
1946,2,3652.0,4,0,0.99,312.06,122.25,173.81,8.779999999999998,56.9,673.8
1978,4,2463.0,1,1,1.13,525.1,-20.0,45.00999999999999,-5.0,-8.0,537.11
1981,3,2375.0,1,1,0.89,308.06,117.8,204.04,10.780000000000001,34.56,675.24
1963,3,2873.0,2,1,0.21999999999999997,490.87,39.45,76.57,12.889999999999999,22.78,642.5600000000001
1990,3,1421.0,2,1,0.54,180.7,364.5,309.17,9.889999999999999,38.23,902.4900000000001
1986,2,1539.0,1,1,1.13,151.03,333.95,252.27,22.45,85.46,845.1600000000001
1963,3,2398.0,3,1,0.35,492.76,-65.0,75.46,6.890000000000001,14.89,525.0
1949,3,3423.0,2,0,0.58,303.39,172.25,183.48,43.23,20.45,722.8000000000001
1942,2,4111.0,2,0,0.85,153.03,565.1,264.05,46.12,15.89,1044.19
1975,4,2185.0,1,1,0.99,432.86,54.45,134.36,2.8900000000000006,8.0,632.5600000000001
1982,2,912.0,1,1,1.06,166.81,117.25,235.49,42.12,115.02,676.6899999999999
1979,3,2006.0,3,1,0.43,368.96,24.450000000000003,156.03,27.56,23.56,600.5599999999998
1962,3,2781.0,1,1,0.21999999999999997,485.98,4.449999999999989,71.68,14.67,21.78,598.56
1982,3,1753.0,4,1,0.79,314.17,152.8,218.82,28.56,8.89,723.2399999999999
1978,1,1354.0,1,1,0.73,170.7,555.65,181.59,106.02,11.559999999999999,1025.52
1990,3,1070.0,4,0,0.22999999999999998,81.45999999999998,636.525,165.03,62.900000000000006,85.24,1331.48
1958,2,3038.0,4,0,1.02,316.17,342.85,147.14,28.56,11.559999999999999,846.2799999999999
1954,2,3171.0,3,1,0.77,384.96,192.25,146.14,16.67,6.890000000000001,746.91
1981,3,1794.0,2,1,1.06,137.58,318.95,292.39,50.01,46.23,845.16
1986,3,1627.0,4,1,0.45,355.4,64.45,191.37,18.67,12.56,642.4499999999999
1957,2,2773.0,1,1,0.7,95.24000000000001,-45.0,93.13,116.69,122.525,531.0
1975,3,2099.0,3,1,1.18,445.86,-45.0,145.36,-1.1099999999999994,-6.109999999999999,539.0
1958,2,2667.0,2,1,0.39999999999999997,118.80000000000001,574.0,141.47,83.46,122.525,1061.2
1987,3,1761.0,4,1,0.94,186.59000000000003,180.6,207.15,113.8,27.34,715.48
1952,3,3776.0,4,1,0.78,299.5,132.8,189.37,41.23,17.45,680.3500000000001
1981,2,1614.0,4,1,0.63,316.06,172.8,145.14,42.23,47.9,724.13
1995,2,1623.0,4,1,1.27,50.00999999999999,147.8,279.72,125.19,29.67,719.24
1979,2,1559.0,1,1,1.02,471.2,-5.0,81.35,10.780000000000001,3.780000000000001,562.1099999999999
1972,3,2081.0,4,1,0.20999999999999996,464.2,-15.0,92.13,3.8900000000000006,7.890000000000001,553.1099999999999
1991,2,1734.0,3,1,0.63,272.05,229.5,221.93,31.34,5.670000000000002,760.49
1972,1,1944.0,2,1,0.2800000000000001,434.08,18.349999999999994,110.8,1.8900000000000006,13.56,578.6799999999998
1961,2,2975.0,4,1,0.2800000000000001,210.93,619.0,187.37,57.900000000000006,1.8900000000000006,1077.0900000000001
1940,3,4462.0,4,0,0.69,150.25,167.8,277.72,31.45,108.02,735.24
1962,2,3113.0,3,1,0.96,352.51,335.05,130.58,20.67,36.23,875.04
1970,2,1841.0,4,1,1.05,410.3,68.9,92.24,29.34,27.34,628.1200000000001
1985,3,1982.0,2,1,0.38,361.07,57.8,164.92,9.889999999999999,15.56,609.2399999999999
1956,2,3523.0,3,1,0.47,354.4,137.8,169.7,16.78,15.67,694.3499999999999
1995,2,929.0,3,1,0.73,18.670000000000016,210.05,142.47,125.19,122.525,768.04
1949,3,3274.0,3,0,0.56,225.82,175.6,223.71,12.78,85.57,723.48
1966,3,2557.0,1,1,0.16000000000000003,490.76,30.0,81.57,3.8900000000000006,5.890000000000001,612.1099999999999
1954,3,3473.0,1,1,0.76,437.75,156.7,78.46,-5.0,25.56,693.47
1985,3,1048.0,4,1,0.9,111.91,284.5,216.82,114.91,86.46,814.6
1967,2,2175.0,1,1,1.0,481.2,28.900000000000006,73.57,5.780000000000001,20.78,610.23
1943,3,3946.0,1,0,0.65,291.39,112.25,175.81,4.780000000000001,65.57,649.8
1976,3,1403.0,2,1,0.97,378.85,97.8,153.03,18.78,-0.21999999999999886,648.24
1955,2,2905.0,3,1,0.54,267.83,112.8,206.04,24.67,66.79,678.1299999999999
1991,3,1998.0,2,1,0.69,298.39,190.6,199.15,7.0,23.34,718.48
1945,2,3908.0,4,0,0.78,205.26,260.05,218.93,71.68,38.12,794.0400000000001
1951,3,3135.0,3,1,0.59,310.39,191.7,219.93,14.78,17.45,754.25
1986,3,1680.0,4,1,0.35,321.17,23.900000000000006,191.37,34.45,45.23,616.1200000000001
1988,3,851.9999999999998,3,1,1.05,239.49,201.7,228.82,51.9,34.45,756.36
1982,2,2520.0,3,1,0.51,237.49,87.8,297.5,18.67,18.67,660.1299999999999
1967,3,2514.0,1,1,1.01,483.98,15.0,82.35,4.780000000000001,10.89,597.0
1975,3,2212.0,1,1,0.73,273.05,530.1,107.02,60.790000000000006,44.12,1015.08
1978,4,1829.0,1,1,0.46,390.74,93.9,179.7,-5.0,17.89,677.2299999999999
1949,3,4132.0,4,0,0.6,251.16,207.25,237.49,24.45,17.45,737.8000000000001
1998,1,751.0,1,1,0.76,18.779999999999973,142.8,78.46,125.19,122.525,700.24
1963,1,2545.0,4,1,0.81,331.95,245.05,99.02,52.12,48.89999999999999,777.04
1949,3,4067.0,4,0,0.92,308.28,48.900000000000006,255.38,3.8900000000000006,29.67,646.1199999999999
1961,2,3078.0,4,1,0.42,223.93,314.5,217.82,39.652,60.9,856.802
1957,3,2950.0,4,1,0.56,338.51,217.25,195.48,22.67,9.89,783.8
1972,2,2959.0,4,1,0.38,386.85,93.35,160.92,4.890000000000001,22.67,668.68
1985,3,2214.0,3,1,0.6,125.47,167.25,377.07,17.67,27.34,714.8
1968,2,2077.0,3,1,0.85,501.76,93.9,51.900000000000006,21.67,-9.0,660.2299999999999
1975,3,1939.0,4,1,0.99,320.95,78.35,236.6,5.890000000000001,0.8900000000000041,642.68
1943,3,3772.0,4,0,0.56,284.61,-35.0,278.94,8.89,8.670000000000002,546.1099999999999
1939,3,4052.0,3,0,0.92,398.74,48.900000000000006,167.03,18.78,14.67,648.1199999999999
1945,2,3822.0,4,0,0.54,118.80000000000001,283.95,225.93,92.24,93.24,814.1600000000001
1951,2,3499.0,2,1,0.44,256.27,230.05,111.8,124.8,51.12,774.04
1958,2,3205.0,4,1,0.29,505.65,99.45,65.68,-0.10999999999999588,15.89,686.56
1958,3,2949.0,4,1,0.27,261.27,310.05,220.93,58.790000000000006,3.0,854.04
1964,1,2740.0,2,1,1.0,480.2,88.35,83.35,5.890000000000001,2.8900000000000006,660.68
1981,3,1645.0,3,1,0.67,297.28,221.7,210.15,25.45,7.780000000000001,762.36
1966,2,2762.0,4,1,0.06000000000000005,544.66,75.0,31.560000000000002,0.8900000000000006,2.8900000000000006,655.0
1947,2,3064.0,4,0,0.69,267.16,190.6,217.93,36.23,31.56,743.48
1990,3,1251.0,1,1,0.56,348.4,-25.55000000000001,200.37,31.45,14.89,569.5600000000001
1963,3,3169.0,1,1,1.01,562.66,9.449999999999989,30.560000000000002,-0.10999999999999588,5.0,607.5599999999998
1970,2,2072.0,4,1,0.43,361.4,77.8,193.26,9.780000000000001,9.0,651.24
1946,3,3766.0,4,0,0.53,345.62,128.9,178.59,34.45,15.56,703.12
1940,3,3599.0,3,0,0.39999999999999997,286.83,249.5,233.71,21.67,23.78,815.4899999999999
1964,2,2951.0,4,1,0.72,304.39,148.35,231.82,16.78,44.34,745.68
1996,2,1164.0,4,1,0.14,79.45999999999998,172.25,103.13,125.19,109.91,728.91
1942,4,3637.0,4,0,1.02,411.41,-0.5500000000000114,157.92,10.889999999999999,3.8900000000000006,583.56
1940,2,3169.0,3,1,0.87,398.74,108.35,105.91,36.45,53.23,702.6800000000001
1996,1,1204.0,4,1,0.35,72.79000000000002,132.8,246.27,125.19,64.01,703.24
1965,4,2516.0,4,0,1.08,556.55,-35.0,26.44999999999999,-1.9999999999999964,5.0,551.0
1977,3,2108.0,4,1,0.15000000000000002,512.43,10.0,78.68,-3.0,-1.0,597.1099999999999
1988,3,1445.0,4,1,1.04,206.04,82.25,338.73,8.779999999999998,15.89,651.6899999999999
1937,2,3405.0,4,0,0.84,176.81,192.25,255.27,68.79,67.68,760.8
1959,3,2745.0,3,0,0.63,334.62,175.6,138.47,68.79,4.0,721.48
1982,3,2554.0,3,1,1.15,486.87,-40.55000000000001,81.46,0.8900000000000006,14.89,543.56
1994,1,870.0000000000002,4,1,0.12,99.01999999999998,636.525,106.13,55.9,3.8900000000000006,1809.6900000000003
1975,1,2215.0,4,1,0.62,295.39,141.7,137.47,53.9,66.9,695.3599999999999
1946,1,3419.0,1,0,0.45,96.35,254.5,135.36,125.19,65.01,798.49
1944,2,3748.0,4,0,0.65,128.58,284.5,305.39,35.34,68.68,822.49
1997,2,1507.0,2,0,1.03,17.560000000000002,636.525,103.91,125.19,122.525,1198.55
1945,3,2933.0,3,1,0.25999999999999995,458.42,-15.550000000000011,124.8,0.8900000000000006,4.890000000000001,573.4499999999999
1954,2,2546.0,1,1,0.9,233.49,40.0,211.15,24.56,115.8,625.0
1954,3,2708.0,1,1,0.53,231.6,64.45,217.82,77.56999999999998,41.12,632.56
1961,2,2888.0,3,0,0.96,372.18,307.85,113.02,2.8900000000000006,39.45,835.39
1949,2,3411.0,3,0,0.79,159.03,220.6,307.17,11.670000000000002,49.9,748.3699999999999
1969,3,2546.0,1,1,1.02,532.88,50.0,47.230000000000004,-1.9999999999999964,10.999999999999998,639.11
1972,2,2142.0,1,1,0.61,241.49,295.6,234.49,26.56,29.34,827.48
1983,2,1072.0,4,1,0.42,349.62,53.900000000000006,192.37,15.67,14.56,626.1199999999999
1979,3,2140.0,1,1,1.02,490.87,38.900000000000006,82.35,-1.9999999999999964,-2.0,608.12
1937,2,3751.0,4,0,0.66,137.36,121.7,343.51,31.45,31.34,665.36
1978,3,1471.0,4,1,0.88,280.83,87.25,126.69,66.68,77.35,638.8000000000001
1959,3,2809.0,1,0,0.95,396.63,68.9,148.25,3.8900000000000006,33.45,651.12
1942,3,4300.0,3,0,0.65,205.04,230.05,265.05,46.23,11.670000000000002,758.0400000000001
1978,2,1214.0,4,1,0.32,237.38,165.6,220.93,10.670000000000002,50.9,685.48
1983,2,1909.0,4,1,0.66,208.15,-0.5500000000000114,300.39,43.23,37.34,588.5600000000001
1961,3,2706.0,4,1,0.67,413.3,310.6,110.91,-3.9999999999999964,22.67,853.48
1970,2,2206.0,2,1,0.14,393.63,259.5,105.13,11.889999999999999,47.34,817.49
1974,2,2235.0,2,1,0.32,406.3,54.45,145.36,18.78,8.670000000000002,633.56
1983,3,2398.0,1,1,0.71,309.39,276.15,193.26,54.12,8.89,841.81
1940,2,4883.0,4,0,0.99,399.52,221.7,101.01999999999998,9.889999999999999,23.625999999999998,755.756
1983,2,1612.0,1,1,0.96,264.05,-16.099999999999994,154.25,49.12,104.91,556.23
1969,2,2638.0,4,1,0.38,386.74,65.0,183.7,19.67,-0.10999999999999943,655.0
1978,2,2206.0,3,1,0.41,381.85,113.9,156.14,33.34,15.89,701.12
1973,3,2185.0,3,1,0.45,223.82,226.7,270.94,31.45,21.45,774.3600000000001
1970,3,2832.0,2,1,1.05,540.99,69.45,40.12000000000002,-3.9999999999999964,-6.0,640.5600000000001
1970,3,2523.0,1,1,0.2800000000000001,491.87,-45.55000000000001,94.35,2.0,17.89,560.56
1950,2,3440.0,4,0,0.49,226.6,4.449999999999989,239.38,42.23,57.9,570.56
1977,2,2073.0,4,1,0.39999999999999997,246.49,265.6,264.16,35.45,18.67,830.37
1968,3,2889.0,3,1,0.18999999999999995,525.99,-50.0,41.11999999999999,3.0,-7.0,513.11
1944,2,4189.0,1,0,0.25999999999999995,405.41,73.35,136.36,3.8900000000000006,14.67,633.68
1968,3,3164.0,4,1,0.99,501.54,53.900000000000006,49.12000000000002,5.780000000000001,20.78,631.12
1948,3,3804.0,4,0,0.47,135.58,485.65,169.7,125.19,33.34,972.5200000000001
1975,1,2074.0,4,1,0.9,255.05,195.6,206.04,40.34,35.45,732.48
1993,1,1106.0,1,1,0.7,111.91,487.3,96.13,125.19,122.525,995.796
1981,3,1372.0,1,1,0.24,409.19,63.900000000000006,144.36,2.8900000000000006,17.89,638.23
1970,2,3072.0,1,1,0.2800000000000001,438.97,69.45,105.02000000000001,-1.1099999999999994,39.23,651.5600000000001
1952,3,2690.0,4,1,0.22999999999999998,374.07,142.25,141.36,11.780000000000001,34.34,703.8
1977,3,1613.0,1,1,1.0,227.6,480.65,125.8,66.79,77.57,978.4099999999999
1968,3,2092.0,4,1,1.02,425.08,117.25,105.13,26.56,12.78,686.7999999999998
1970,2,2455.0,1,1,0.25999999999999995,164.03,617.35,224.71,6.780000000000001,50.01,1062.88
1984,3,1714.0,1,1,0.69,316.17,246.15,185.48,23.45,13.669999999999998,784.9200000000001
1974,3,1589.0,3,0,0.41,278.72,-25.0,136.47,124.8,48.12,563.11
1964,2,2632.0,2,1,0.9,143.47,636.525,122.69,54.12,55.9,1430.28
1962,3,2630.0,3,1,0.95,501.65,60.0,88.46,-7.0000000000000036,-3.1099999999999994,640.0
1939,2,4244.0,3,0,0.51,95.24000000000001,246.15,327.95,52.12,79.35,800.81
